_id,Mã trạm,Chỉ số AQI,Vị trí,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Trạng thái cảnh báo,Mức độ cảnh báo
1287,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1288,13252,70.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,24.30,90.90,1.00,1.00,982.30,65.00,70.00,1.00,25.90,1.00,2021-05-28T07:00:00,+07:00,#NAME?,#NAME?
1289,8767,53.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,26.00,64.50,-,-,1008,-,53.00,-,33.50,2.00,2021-05-30T12:00:00,+07:00,#NAME?,#NAME?
1290,8688,54.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,24.00,50.00,-,-,1002,-,54.00,-,36.00,1.50,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1291,8641,102.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,24.00,50.00,6.90,11.80,1002,-,102.00,4.60,36.00,1.50,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1292,13012,20.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,22.80,76.00,4.00,22.00,924.30,18.00,20.00,12.00,27.40,3.00,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1293,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",3.00,25.50,54.50,-,-,1006,-,-,-,36.00,4.30,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1294,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1295,12976,40.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,1.00,24.00,50.00,6.00,9.00,1002,37.00,40.00,11.00,36.00,1.50,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1296,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",37.00,25.00,65.80,2.00,2.00,992.90,1.00,27.00,53.00,32.20,3.00,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1297,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,24.70,71.60,-,7.00,993.20,99.50,-,-,30.40,2.00,2021-04-29T17:00:00,+07:00,#NAME?,#NAME?
1298,11778,10.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,11.00,29.00,77.40,25.00,-,991.60,10.00,8.00,2.00,33.50,1.00,2021-05-30T11:00:00,+07:00,#NAME?,#NAME?
1299,12958,58.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,1.00,24.00,50.00,7.00,49.00,1002,58.00,58.00,9.00,36.00,1.50,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1300,12957,65.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.00,24.00,50.00,2.00,-,1002,53.00,65.00,3.00,36.00,1.50,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1301,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
1302,13018,36.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.00,78.00,6.00,-,1010,23.00,36.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1303,13019,60.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.00,78.00,28.00,-,1010,45.00,60.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1304,13026,1.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.00,74.00,27.00,1.00,1015,1.00,1.00,1.00,28.00,4.60,2021-04-12T05:00:00,+07:00,#NAME?,#NAME?
1305,1584,45.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,1.00,25.00,56.00,11.00,36.00,1005,33.00,45.00,24.00,35.00,4.30,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1306,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",1.00,23.50,54.00,1.00,24.00,1007.5,-,-,5.00,34.00,2.50,2021-05-30T12:00:00,+07:00,#NAME?,#NAME?
1307,13017,41.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.00,78.00,18.00,-,1010,37.00,41.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1308,13020,32.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.00,78.00,7.00,-,1010,27.00,32.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1309,13013,74.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.00,78.00,19.00,-,1010,63.00,74.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1310,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1311,13252,71.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,26.50,70.30,1.00,1.00,977.10,71.00,65.00,1.00,32.60,1.00,2021-05-30T13:00:00,+07:00,#NAME?,#NAME?
1312,8767,46.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,24.00,66.00,-,-,1007,-,46.00,-,31.00,6.40,2021-06-12T12:00:00,+07:00,#NAME?,#NAME?
1313,8688,65.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,23.00,52.00,-,-,1002,-,65.00,-,34.00,3.60,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1314,8641,65.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,23.00,52.00,7.40,10.20,1002,-,65.00,5.10,34.00,3.60,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1315,13012,6.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,20.40,97.60,3.00,16.00,920.60,5.00,6.00,14.00,20.80,4.00,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1316,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",11.00,25.00,94.00,-,-,1003,-,-,-,26.00,1.80,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1317,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1318,12976,52.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,1.00,23.00,52.00,7.00,9.00,1002,39.00,52.00,8.00,34.00,3.60,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1319,13250,191.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,43.00,25.30,79.10,1.00,2.00,995.30,191.00,99.50,52.00,29.30,1.00,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1320,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,27.70,89.00,-,5.00,990.70,0.50,-,-,29.70,4.00,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1321,11778,16.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,12.00,27.70,89.00,2.00,-,990.70,16.00,12.00,5.00,29.70,4.00,2021-06-12T12:00:00,+07:00,#NAME?,#NAME?
1322,12958,47.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,1.00,23.00,52.00,5.00,24.00,1002,40.00,47.00,8.00,34.00,3.60,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1323,12957,57.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,6.00,23.00,52.00,2.00,-,1002,42.00,57.00,1.00,34.00,3.60,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1324,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
1325,13018,36.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.00,78.00,6.00,-,1010,23.00,36.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1326,13019,60.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.00,78.00,28.00,-,1010,45.00,60.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1327,13026,1.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.00,74.00,27.00,1.00,1015,1.00,1.00,1.00,28.00,4.60,2021-04-12T05:00:00,+07:00,#NAME?,#NAME?
1328,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",4.00,25.00,88.00,10.00,19.00,1002,20.00,26.00,29.00,27.00,2.30,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1329,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,21.00,52.00,2.00,18.00,1005,-,-,5.00,32.00,3.30,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1330,13017,41.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.00,78.00,18.00,-,1010,37.00,41.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1331,13020,32.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.00,78.00,7.00,-,1010,27.00,32.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1332,13013,74.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.00,78.00,19.00,-,1010,63.00,74.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1333,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1334,13252,61.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,24.40,72.00,-,1.00,978.50,61.00,52.00,2.00,30.00,1.00,2021-06-12T13:00:00,+07:00,#NAME?,#NAME?
1335,8767,68.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,24.00,76.00,-,-,1010,-,68.00,-,28.50,4.30,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1336,8688,61.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,25.00,88.00,-,-,1003,-,61.00,-,27.00,4.60,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1337,8641,21.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,25.00,88.00,6.40,6.50,1003,-,21.00,5.10,27.00,4.60,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1338,13012,6.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,20.60,98.80,2.00,15.00,921.60,5.00,6.00,14.00,20.80,2.00,2021-06-13T00:00:00,+07:00,#NAME?,#NAME?
1339,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",8.00,22.50,65.50,-,-,1005,-,-,-,29.50,1.50,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1340,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1341,12976,13.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,1.00,25.00,88.00,4.00,8.00,1003,13.00,13.00,9.00,27.00,4.60,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1342,13250,16.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,45.00,25.30,96.50,1.00,2.00,992.90,16.00,2.60,52.00,25.90,2.00,2021-06-13T06:00:00,+07:00,#NAME?,#NAME?
1343,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,25.20,98.20,-,6.00,989.50,3.80,-,-,25.50,4.00,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1344,11778,14.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,9.00,25.20,98.20,9.00,-,989.50,14.00,13.00,5.00,25.50,4.00,2021-06-13T07:00:00,+07:00,#NAME?,#NAME?
1345,12958,14.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,1.00,25.00,88.00,3.00,16.00,1002,14.00,8.00,2.00,27.00,7.20,2021-06-13T07:00:00,+07:00,#NAME?,#NAME?
1346,12957,12.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm10,6.00,25.00,88.00,3.00,-,1003,12.00,9.00,2.00,27.00,4.60,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1347,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
1348,13018,36.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.00,78.00,6.00,-,1010,23.00,36.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1349,13019,60.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.00,78.00,28.00,-,1010,45.00,60.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1350,13026,1.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.00,74.00,27.00,1.00,1015,1.00,1.00,1.00,28.00,4.60,2021-04-12T05:00:00,+07:00,#NAME?,#NAME?
1351,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",9.00,23.00,70.00,11.00,8.00,1004.5,-,-,28.00,29.00,0.70,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1352,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",7.00,21.00,56.50,8.00,10.00,1008,-,-,5.00,30.50,6.10,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1353,13017,41.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.00,78.00,18.00,-,1010,37.00,41.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1354,13020,32.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.00,78.00,7.00,-,1010,27.00,32.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1355,13013,74.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.00,78.00,19.00,-,1010,63.00,74.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1356,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1357,13252,55.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,25.10,98.20,-,1.00,977.80,55.00,53.00,2.00,25.40,1.00,2021-06-13T08:00:00,+07:00,#NAME?,#NAME?
1358,8767,38.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,23.50,57.00,-,-,1007,-,38.00,-,33.00,5.40,2021-06-14T13:00:00,+07:00,#NAME?,#NAME?
1359,8688,38.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,22.00,52.00,-,-,1001,-,38.00,-,33.00,4.10,2021-06-14T13:00:00,+07:00,#NAME?,#NAME?
1360,8641,53.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,22.00,52.00,7.40,5.70,1001,-,53.00,5.60,33.00,4.10,2021-06-14T13:00:00,+07:00,#NAME?,#NAME?
1361,13012,14.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,21.20,75.30,3.00,13.00,922.80,14.00,14.00,13.00,25.90,4.00,2021-06-14T14:00:00,+07:00,#NAME?,#NAME?
1362,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",4.00,23.00,55.00,-,-,1005,-,-,-,33.00,5.60,2021-06-14T14:00:00,+07:00,#NAME?,#NAME?
1363,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1364,12976,22.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,1.00,21.50,50.50,6.00,9.00,1001,22.00,18.00,9.00,33.00,4.30,2021-06-14T13:00:00,+07:00,#NAME?,#NAME?
1365,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",39.00,24.50,78.10,1.00,2.00,991.00,16.00,0.50,52.00,28.70,3.00,2021-06-14T14:00:00,+07:00,#NAME?,#NAME?
1366,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,27.20,76.70,-,6.00,989.20,3.80,-,-,31.80,2.00,2021-06-14T14:00:00,+07:00,#NAME?,#NAME?
1367,11778,20.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,12.00,27.60,79.40,2.00,-,990.80,20.00,18.00,3.00,31.60,2.00,2021-06-14T12:00:00,+07:00,#NAME?,#NAME?
1368,12958,48.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,1.00,22.00,52.00,4.00,18.00,1001,48.00,22.00,7.00,33.00,4.10,2021-06-14T13:00:00,+07:00,#NAME?,#NAME?
1369,12957,13.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,6.00,22.00,49.00,1.00,-,1000,13.00,13.00,2.00,34.00,4.10,2021-06-14T14:00:00,+07:00,#NAME?,#NAME?
1370,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
1371,13018,36.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.00,78.00,6.00,-,1010,23.00,36.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1372,13019,60.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.00,78.00,28.00,-,1010,45.00,60.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1373,13026,1.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.00,74.00,27.00,1.00,1015,1.00,1.00,1.00,28.00,4.60,2021-04-12T05:00:00,+07:00,#NAME?,#NAME?
